pair_id,principle_a,principle_b,shared_surface,shared_surface_note,mechanism,mechanism_note,material_consequence,consequence_note,primary_type,secondary_types,evidence_grade,counterexample,context_dependence,confidence,disposition,dossier,journal_refs
P080,Occam's Razor,Separation of Concerns,fail,Occam's Razor decides assumption and entity count; Separation of Concerns decides concern boundaries.,fail,No repeatable causal path from applying Occam's Razor to the Separation of Concerns decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can test the fewest-assumption diagnosis while making no decision about concern boundaries.,medium,reject,,independent-review
P081,Occam's Razor,Single Responsibility Principle,fail,Occam's Razor decides assumption and entity count; Single Responsibility Principle decides module ownership.,fail,No repeatable causal path from applying Occam's Razor to the Single Responsibility Principle decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can test the fewest-assumption diagnosis while making no decision about module ownership.,medium,reject,,independent-review
P082,Occam's Razor,Composition over Inheritance,fail,Occam's Razor decides assumption and entity count; Composition over Inheritance decides reuse and variation mechanism.,fail,No repeatable causal path from applying Occam's Razor to the Composition over Inheritance decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can test the fewest-assumption diagnosis while making no decision about reuse and variation mechanism.,medium,reject,,independent-review
P083,Occam's Razor,Convention over Configuration,fail,Occam's Razor decides assumption and entity count; Convention over Configuration decides default-versus-configuration choices.,fail,No repeatable causal path from applying Occam's Razor to the Convention over Configuration decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can test the fewest-assumption diagnosis while making no decision about default-versus-configuration choices.,medium,reject,,independent-review
P084,Occam's Razor,Unix Philosophy,fail,Occam's Razor decides assumption and entity count; Unix Philosophy decides component scope and composition interfaces.,fail,No repeatable causal path from applying Occam's Razor to the Unix Philosophy decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can test the fewest-assumption diagnosis while making no decision about component scope and composition interfaces.,medium,reject,,independent-review
P085,Occam's Razor,"Functional Core, Imperative Shell",fail,"Occam's Razor decides assumption and entity count; Functional Core, Imperative Shell decides placement of decisions and effects.",fail,"No repeatable causal path from applying Occam's Razor to the Functional Core, Imperative Shell decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can test the fewest-assumption diagnosis while making no decision about placement of decisions and effects.,medium,reject,,independent-review
P086,Occam's Razor,Negative Code,pass,Both affect removal of unsupported design entities.,pass,"Once evidence shows machinery is unnecessary to the contract, Negative Code removes the entities Occam would not posit.",pass,The implementation retains fewer unexplained state holders and failure modes.,Reinforcement,,Reasoned Inference,pass,Counterexample: deletion is unsafe when external consumers or compatibility obligations remain uncertain.,medium,uncertain,,independent-review
P087,Occam's Razor,Dead Code Elimination,pass,Both affect whether an artifact has evidence of observable relevance.,pass,Proof that code cannot affect supported outcomes removes any evidential basis for retaining it.,pass,False options and unreachable mechanisms leave the system.,Reinforcement,,Reasoned Inference,pass,Counterexample: reflection or rare operations can supply hidden liveness evidence.,medium,uncertain,,independent-review
P088,Occam's Razor,Refactoring Toward Primitives,pass,Both affect whether bespoke machinery is warranted.,pass,A contract-equivalent existing primitive explains the required behavior without the additional entities and assumptions of a custom implementation.,pass,Local edge cases and maintenance obligations can be deleted.,Reinforcement,,Reasoned Inference,pass,Counterexample: semantic mismatch or platform risk can justify the custom mechanism.,medium,uncertain,,independent-review
P089,Occam's Razor,Dependency Inversion Principle,pass,Both affect whether volatility evidence justifies an abstract port.,pass,"Occam rejects a policy/detail contract based only on an imagined provider, but accepts it when current volatility or isolation evidence explains the entity.",pass,Ports remain narrow and evidence-backed.,Moderation,Tension,Reasoned Inference,pass,Counterexample: two active vendors clearly justify an adapter boundary.,medium,uncertain,,independent-review
P090,Occam's Razor,Data-Driven Design,fail,Occam's Razor decides assumption and entity count; Data-Driven Design decides control-flow-versus-data representation.,fail,No repeatable causal path from applying Occam's Razor to the Data-Driven Design decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can test the fewest-assumption diagnosis while making no decision about control-flow-versus-data representation.,medium,reject,,independent-review
P091,Occam's Razor,Make Illegal States Unrepresentable,fail,Occam's Razor decides assumption and entity count; Make Illegal States Unrepresentable decides domain state representation.,fail,No repeatable causal path from applying Occam's Razor to the Make Illegal States Unrepresentable decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can test the fewest-assumption diagnosis while making no decision about domain state representation.,medium,reject,,independent-review
P092,Occam's Razor,"Parse, Don't Validate",pass,Both affect treatment of assumptions about untrusted input.,pass,Parsing replaces downstream unsupported assumptions with an explicit proof carried by a precise value.,pass,Consumers need fewer defensive hypotheses and branches.,Reinforcement,,Reasoned Inference,pass,Counterexample: mutable authorization facts cannot be proven once at parse time.,medium,uncertain,,independent-review
P093,Occam's Razor,"Tell, Don't Ask",fail,"Occam's Razor decides assumption and entity count; Tell, Don't Ask decides ownership of state-dependent operations.",fail,"No repeatable causal path from applying Occam's Razor to the Tell, Don't Ask decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can test the fewest-assumption diagnosis while making no decision about ownership of state-dependent operations.,medium,reject,,independent-review
P094,Occam's Razor,Law of Demeter,pass,Both affect assumptions a caller makes about collaborator structure.,pass,Replacing object-graph navigation with a meaningful nearby operation removes assumptions about nested ownership and layout.,pass,Internal graph changes stop propagating to distant callers.,Reinforcement,,Reasoned Inference,pass,Counterexample: direct access to transparent immutable values adds no unstable ownership assumption.,medium,uncertain,,independent-review
P095,Occam's Razor,Boy Scout Rule,fail,Occam's Razor decides assumption and entity count; Boy Scout Rule decides incidental cleanup scope.,fail,No repeatable causal path from applying Occam's Razor to the Boy Scout Rule decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can test the fewest-assumption diagnosis while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P096,Principle of Least Power,Separation of Concerns,fail,Principle of Least Power decides mechanism expressiveness; Separation of Concerns decides concern boundaries.,fail,No repeatable causal path from applying Principle of Least Power to the Separation of Concerns decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can use a declarative schema while making no decision about concern boundaries.,medium,reject,,independent-review
P097,Principle of Least Power,Single Responsibility Principle,fail,Principle of Least Power decides mechanism expressiveness; Single Responsibility Principle decides module ownership.,fail,No repeatable causal path from applying Principle of Least Power to the Single Responsibility Principle decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can use a declarative schema while making no decision about module ownership.,medium,reject,,independent-review
P098,Principle of Least Power,Composition over Inheritance,fail,Principle of Least Power decides mechanism expressiveness; Composition over Inheritance decides reuse and variation mechanism.,fail,No repeatable causal path from applying Principle of Least Power to the Composition over Inheritance decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can use a declarative schema while making no decision about reuse and variation mechanism.,medium,reject,,independent-review
P099,Principle of Least Power,Convention over Configuration,pass,Both affect representation of routine choices and exceptions.,pass,Convention eliminates a mechanism for the dominant case; the remaining override can use the least expressive representation that suffices.,pass,Users face neither redundant configuration nor an unnecessarily programmable escape hatch.,Complementary,,Reasoned Inference,pass,Counterexample: complex recovery logic may require explicit code rather than a constrained setting.,medium,uncertain,,independent-review
P100,Principle of Least Power,Unix Philosophy,pass,Both affect expressiveness of component interfaces.,pass,Constrained composable values or standard streams expose less arbitrary behavior than embedding callers or scripts in each component.,pass,Focused tools remain inspectable and replaceable through simple interfaces.,Reinforcement,,Reasoned Inference,pass,Counterexample: stateful transactional coordination can require a richer in-process interface.,medium,uncertain,,independent-review
P101,Principle of Least Power,"Functional Core, Imperative Shell",pass,Both affect where effectful expressive power is permitted.,pass,"The shell confines I/O and mutation while the core uses value-to-value logic, limiting powerful effects to the boundary that requires them.",pass,More of the workflow becomes analyzable and deterministic.,Complementary,,Reasoned Inference,pass,Counterexample: an inherently concurrent workflow may need effectful decisions in its core.,medium,uncertain,,independent-review
P102,Principle of Least Power,Negative Code,fail,Principle of Least Power decides mechanism expressiveness; Negative Code decides safe implementation removal.,fail,No repeatable causal path from applying Principle of Least Power to the Negative Code decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can use a declarative schema while making no decision about safe implementation removal.,medium,reject,,independent-review
P103,Principle of Least Power,Dead Code Elimination,fail,Principle of Least Power decides mechanism expressiveness; Dead Code Elimination decides artifact liveness.,fail,No repeatable causal path from applying Principle of Least Power to the Dead Code Elimination decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can use a declarative schema while making no decision about artifact liveness.,medium,reject,,independent-review
P104,Principle of Least Power,Refactoring Toward Primitives,fail,Principle of Least Power decides mechanism expressiveness; Refactoring Toward Primitives decides custom-versus-existing capability.,fail,No repeatable causal path from applying Principle of Least Power to the Refactoring Toward Primitives decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can use a declarative schema while making no decision about custom-versus-existing capability.,medium,reject,,independent-review
P105,Principle of Least Power,Dependency Inversion Principle,pass,Both affect expressiveness of a policy-owned contract.,pass,A narrow domain-shaped port exposes only capabilities policy requires rather than a powerful vendor API.,pass,Policy gains confinement and the detail remains replaceable.,Reinforcement,,Reasoned Inference,pass,Counterexample: hiding required transaction or streaming semantics would make the narrow port inadequate.,medium,uncertain,,independent-review
P106,Principle of Least Power,Data-Driven Design,pass,Both affect choice between data and executable variation.,pass,"When a typed table can express regular cases, it is less powerful and more inspectable than repeated arbitrary callbacks; true exceptions stay in code.",pass,The decision space becomes validatable without creating a second language.,Reinforcement,,Reasoned Inference,pass,"Counterexample: irregular algorithms forced into callback-filled configuration are more, not less, programmable.",medium,uncertain,,independent-review
P107,Principle of Least Power,Make Illegal States Unrepresentable,pass,Both affect power of a domain representation.,pass,A representation that cannot construct invalid combinations exposes fewer possible states and operations while still expressing the valid domain.,pass,Consumers require fewer guards and casts.,Reinforcement,,Reasoned Inference,pass,Counterexample: elaborate type encodings can be less comprehensible than a few explicit checks.,medium,uncertain,,independent-review
P108,Principle of Least Power,"Parse, Don't Validate",fail,"Principle of Least Power decides mechanism expressiveness; Parse, Don't Validate decides raw-to-trusted boundary conversion.",fail,"No repeatable causal path from applying Principle of Least Power to the Parse, Don't Validate decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can use a declarative schema while making no decision about raw-to-trusted boundary conversion.,medium,reject,,independent-review
P109,Principle of Least Power,"Tell, Don't Ask",pass,Both affect capability exposed by a state owner.,pass,A meaningful command grants the caller only the valid transition instead of broad getters and setters that permit arbitrary mutation sequences.,pass,The mutation surface and bypass opportunities shrink.,Reinforcement,,Reasoned Inference,pass,Counterexample: reporting needs legitimate queries and should not be forced through commands.,medium,uncertain,,independent-review
P110,Principle of Least Power,Law of Demeter,pass,Both affect breadth of a collaborator interface.,pass,Least Power limits what an immediate interface can do; Demeter limits which internal relationships the caller can reach through it.,pass,Callers receive a narrow capability without object-graph access.,Complementary,,Reasoned Inference,pass,Counterexample: wrapper chains around plain immutable data add ceremony without confinement.,medium,uncertain,,independent-review
P111,Principle of Least Power,Boy Scout Rule,fail,Principle of Least Power decides mechanism expressiveness; Boy Scout Rule decides incidental cleanup scope.,fail,No repeatable causal path from applying Principle of Least Power to the Boy Scout Rule decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can use a declarative schema while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P112,Separation of Concerns,Single Responsibility Principle,pass,Both affect boundary placement for independently changing decisions.,pass,Both separate different change reasons; SRP specializes the test to module cohesion and stakeholder or business-function ownership.,pass,A policy change affects a smaller coherent module rather than unrelated concerns.,Overlap,Reinforcement,Reasoned Inference,pass,Counterexample: operations maintaining one invariant and always changing together should remain together.,high,uncertain,,independent-review
P113,Separation of Concerns,Composition over Inheritance,pass,Both affect implementation of independently varying concerns.,pass,"After concerns are isolated, composition assembles their focused behaviors without coupling every combination into a subclass hierarchy.",pass,Each concern can vary or be tested without multiplying combined classes.,Enablement,,Reasoned Inference,pass,Counterexample: a closed stable subtype hierarchy may remain clearer than collaborator wiring.,medium,uncertain,,independent-review
P114,Separation of Concerns,Convention over Configuration,fail,Separation of Concerns decides concern boundaries; Convention over Configuration decides default-versus-configuration choices.,fail,No repeatable causal path from applying Separation of Concerns to the Convention over Configuration decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can separate billing policy from delivery while making no decision about default-versus-configuration choices.,medium,reject,,independent-review
P115,Separation of Concerns,Unix Philosophy,pass,Both affect component boundaries and recombination interfaces.,pass,Unix-style focused components operationalize concern separation through stable composable inputs and outputs.,pass,Independent work becomes replaceable and reusable across pipelines.,Reinforcement,,Reasoned Inference,pass,Counterexample: splitting one transaction across processes can destroy needed atomicity.,medium,uncertain,,independent-review
P116,Separation of Concerns,"Functional Core, Imperative Shell",pass,Both affect boundary between deterministic policy and external effects.,pass,"Functional Core, Imperative Shell supplies a specific separation: value-based decisions inside and I/O coordination outside.",pass,Policy can be tested independently while effect failures remain explicit at the boundary.,Reinforcement,,Reasoned Inference,pass,Counterexample: inseparable streaming or concurrency semantics can make the split harmful.,medium,uncertain,,independent-review
P117,Separation of Concerns,Negative Code,fail,Separation of Concerns decides concern boundaries; Negative Code decides safe implementation removal.,fail,No repeatable causal path from applying Separation of Concerns to the Negative Code decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can separate billing policy from delivery while making no decision about safe implementation removal.,medium,reject,,independent-review
P118,Separation of Concerns,Dead Code Elimination,fail,Separation of Concerns decides concern boundaries; Dead Code Elimination decides artifact liveness.,fail,No repeatable causal path from applying Separation of Concerns to the Dead Code Elimination decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can separate billing policy from delivery while making no decision about artifact liveness.,medium,reject,,independent-review
P119,Separation of Concerns,Refactoring Toward Primitives,fail,Separation of Concerns decides concern boundaries; Refactoring Toward Primitives decides custom-versus-existing capability.,fail,No repeatable causal path from applying Separation of Concerns to the Refactoring Toward Primitives decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can separate billing policy from delivery while making no decision about custom-versus-existing capability.,medium,reject,,independent-review
P120,Separation of Concerns,Dependency Inversion Principle,pass,Both affect boundary between stable policy and volatile detail.,pass,Separation identifies the distinct concerns; DIP makes the stable policy own the contract and points source dependencies inward.,pass,Vendor types stay outside while policy remains coherent.,Complementary,,Reasoned Inference,pass,Counterexample: a fixed trivial detail may not justify any adapter boundary.,medium,uncertain,,independent-review
P121,Separation of Concerns,Data-Driven Design,fail,Separation of Concerns decides concern boundaries; Data-Driven Design decides control-flow-versus-data representation.,fail,No repeatable causal path from applying Separation of Concerns to the Data-Driven Design decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can separate billing policy from delivery while making no decision about control-flow-versus-data representation.,medium,reject,,independent-review
P122,Separation of Concerns,Make Illegal States Unrepresentable,fail,Separation of Concerns decides concern boundaries; Make Illegal States Unrepresentable decides domain state representation.,fail,No repeatable causal path from applying Separation of Concerns to the Make Illegal States Unrepresentable decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can separate billing policy from delivery while making no decision about domain state representation.,medium,reject,,independent-review
P123,Separation of Concerns,"Parse, Don't Validate",pass,Both affect boundary between raw input handling and trusted domain work.,pass,Parsing converts untrusted representations at the boundary so domain concerns no longer carry raw-format checks.,pass,Input errors and domain decisions can change and be verified independently.,Reinforcement,,Reasoned Inference,pass,Counterexample: mutable contextual facts still require checks inside the domain workflow.,medium,uncertain,,independent-review
P124,Separation of Concerns,"Tell, Don't Ask",pass,Both affect placement of state-dependent behavior versus surrounding workflow.,pass,"Tell, Don't Ask moves only the owned invariant inward; Separation prevents the owner from absorbing persistence, presentation, or unrelated orchestration.",pass,The command encapsulates state rules without becoming a god object.,Moderation,Tension,Reasoned Inference,pass,Counterexample: a cohesive aggregate may legitimately include many operations for one invariant.,medium,uncertain,,independent-review
P125,Separation of Concerns,Law of Demeter,pass,Both affect integrity of a concern boundary.,pass,Demeter prevents callers from bypassing a boundary by navigating the internal object graph behind a collaborator.,pass,Internal concern structure can change without distant caller edits.,Reinforcement,,Reasoned Inference,pass,Counterexample: direct traversal of transparent immutable values need not violate separation.,medium,uncertain,,independent-review
P126,Separation of Concerns,Boy Scout Rule,fail,Separation of Concerns decides concern boundaries; Boy Scout Rule decides incidental cleanup scope.,fail,No repeatable causal path from applying Separation of Concerns to the Boy Scout Rule decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can separate billing policy from delivery while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P127,Single Responsibility Principle,Composition over Inheritance,pass,Both affect how independently owned behavior is assembled.,pass,SRP identifies behaviors that change for different actors; composition keeps them separate and combines them at a useful boundary.,pass,An actor's change avoids edits across a subclass combination matrix.,Enablement,,Reasoned Inference,pass,Counterexample: behaviors owned and changed as one closed subtype can remain inherited.,medium,uncertain,,independent-review
P128,Single Responsibility Principle,Convention over Configuration,fail,Single Responsibility Principle decides module ownership; Convention over Configuration decides default-versus-configuration choices.,fail,No repeatable causal path from applying Single Responsibility Principle to the Convention over Configuration decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can split modules by independently owned policy while making no decision about default-versus-configuration choices.,medium,reject,,independent-review
P129,Single Responsibility Principle,Unix Philosophy,pass,Both affect cohesive scope of a component.,pass,Both favor a focused unit; SRP tests stakeholder change reasons while Unix Philosophy adds a composable interface.,pass,A component has a coherent owner and can participate in larger workflows.,Reinforcement,,Reasoned Inference,pass,Counterexample: microscopic tools can fragment one business responsibility.,medium,uncertain,,independent-review
P130,Single Responsibility Principle,"Functional Core, Imperative Shell",fail,"Single Responsibility Principle decides module ownership; Functional Core, Imperative Shell decides placement of decisions and effects.",fail,"No repeatable causal path from applying Single Responsibility Principle to the Functional Core, Imperative Shell decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can split modules by independently owned policy while making no decision about placement of decisions and effects.,medium,reject,,independent-review
P131,Single Responsibility Principle,Negative Code,fail,Single Responsibility Principle decides module ownership; Negative Code decides safe implementation removal.,fail,No repeatable causal path from applying Single Responsibility Principle to the Negative Code decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can split modules by independently owned policy while making no decision about safe implementation removal.,medium,reject,,independent-review
P132,Single Responsibility Principle,Dead Code Elimination,fail,Single Responsibility Principle decides module ownership; Dead Code Elimination decides artifact liveness.,fail,No repeatable causal path from applying Single Responsibility Principle to the Dead Code Elimination decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can split modules by independently owned policy while making no decision about artifact liveness.,medium,reject,,independent-review
P133,Single Responsibility Principle,Refactoring Toward Primitives,fail,Single Responsibility Principle decides module ownership; Refactoring Toward Primitives decides custom-versus-existing capability.,fail,No repeatable causal path from applying Single Responsibility Principle to the Refactoring Toward Primitives decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can split modules by independently owned policy while making no decision about custom-versus-existing capability.,medium,reject,,independent-review
P134,Single Responsibility Principle,Dependency Inversion Principle,pass,Both affect separation of stable policy ownership from volatile detail ownership.,pass,Different change reasons justify the split; DIP assigns the policy-owned contract and outer adapter direction.,pass,Vendor churn affects the adapter rather than the policy module.,Complementary,,Reasoned Inference,pass,Counterexample: one team changing a stable fixed detail with its policy may need no port.,medium,uncertain,,independent-review
P135,Single Responsibility Principle,Data-Driven Design,fail,Single Responsibility Principle decides module ownership; Data-Driven Design decides control-flow-versus-data representation.,fail,No repeatable causal path from applying Single Responsibility Principle to the Data-Driven Design decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can split modules by independently owned policy while making no decision about control-flow-versus-data representation.,medium,reject,,independent-review
P136,Single Responsibility Principle,Make Illegal States Unrepresentable,fail,Single Responsibility Principle decides module ownership; Make Illegal States Unrepresentable decides domain state representation.,fail,No repeatable causal path from applying Single Responsibility Principle to the Make Illegal States Unrepresentable decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can split modules by independently owned policy while making no decision about domain state representation.,medium,reject,,independent-review
P137,Single Responsibility Principle,"Parse, Don't Validate",fail,"Single Responsibility Principle decides module ownership; Parse, Don't Validate decides raw-to-trusted boundary conversion.",fail,"No repeatable causal path from applying Single Responsibility Principle to the Parse, Don't Validate decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can split modules by independently owned policy while making no decision about raw-to-trusted boundary conversion.,medium,reject,,independent-review
P138,Single Responsibility Principle,"Tell, Don't Ask",pass,Both affect how much behavior moves into a state-owning module.,pass,"Tell, Don't Ask co-locates the invariant; SRP prevents unrelated actor workflows from accumulating in that owner.",pass,Invariant operations become cohesive without creating a god object.,Moderation,Tension,Reasoned Inference,pass,Counterexample: many operations for the same actor and invariant can remain one responsibility.,medium,uncertain,,independent-review
P139,Single Responsibility Principle,Law of Demeter,fail,Single Responsibility Principle decides module ownership; Law of Demeter decides collaborator knowledge depth.,fail,No repeatable causal path from applying Single Responsibility Principle to the Law of Demeter decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can split modules by independently owned policy while making no decision about collaborator knowledge depth.,medium,reject,,independent-review
P140,Single Responsibility Principle,Boy Scout Rule,fail,Single Responsibility Principle decides module ownership; Boy Scout Rule decides incidental cleanup scope.,fail,No repeatable causal path from applying Single Responsibility Principle to the Boy Scout Rule decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can split modules by independently owned policy while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P141,Composition over Inheritance,Convention over Configuration,fail,Composition over Inheritance decides reuse and variation mechanism; Convention over Configuration decides default-versus-configuration choices.,fail,No repeatable causal path from applying Composition over Inheritance to the Convention over Configuration decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can assemble two independently varying behaviors while making no decision about default-versus-configuration choices.,medium,reject,,independent-review
P142,Composition over Inheritance,Unix Philosophy,pass,Both affect assembly of focused reusable behavior.,pass,Unix components compose through stable interfaces; composition supplies the same assembly pressure instead of encoding combinations in subtype trees.,pass,Independent tools or behaviors can be replaced without subclass multiplication.,Reinforcement,,Reasoned Inference,pass,Counterexample: a shallow stable subtype required by a framework can be simpler.,medium,uncertain,,independent-review
P143,Composition over Inheritance,"Functional Core, Imperative Shell",pass,Both affect assembly of pure decisions with effectful execution.,pass,The shell composes a deterministic core with focused effect adapters instead of inheriting workflow behavior from a base class.,pass,Policy and effects can vary independently at the application edge.,Enablement,,Reasoned Inference,pass,Counterexample: fixed one-off workflows may need no collaborator structure.,medium,uncertain,,independent-review
P144,Composition over Inheritance,Negative Code,pass,Both affect replacement of subclass combinations.,pass,Factoring independent variation axes into composed behaviors can remove duplicated subclasses and overrides.,pass,The same combinations require fewer classes and less override machinery.,Enablement,,Reasoned Inference,pass,Counterexample: composition wiring can exceed a small closed hierarchy.,medium,uncertain,,independent-review
P145,Composition over Inheritance,Dead Code Elimination,fail,Composition over Inheritance decides reuse and variation mechanism; Dead Code Elimination decides artifact liveness.,fail,No repeatable causal path from applying Composition over Inheritance to the Dead Code Elimination decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can assemble two independently varying behaviors while making no decision about artifact liveness.,medium,reject,,independent-review
P146,Composition over Inheritance,Refactoring Toward Primitives,fail,Composition over Inheritance decides reuse and variation mechanism; Refactoring Toward Primitives decides custom-versus-existing capability.,fail,No repeatable causal path from applying Composition over Inheritance to the Refactoring Toward Primitives decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can assemble two independently varying behaviors while making no decision about custom-versus-existing capability.,medium,reject,,independent-review
P147,Composition over Inheritance,Dependency Inversion Principle,pass,Both affect connection of policy to outer detail adapters.,pass,Composition at the application edge supplies policy-owned ports with concrete adapters without requiring policy to inherit vendor behavior.,pass,Details become replaceable while source dependencies stay inward.,Enablement,,Reasoned Inference,pass,Counterexample: a stable direct detail may need neither composition nor inversion.,medium,uncertain,,independent-review
P148,Composition over Inheritance,Data-Driven Design,pass,Both affect representation of variation.,pass,"Regular cases can move to a typed table, while irregular behavior may remain composed collaborators; each avoids forcing the other mechanism beyond its fit.",pass,The design avoids both subclass matrices and callback-filled configuration.,Tension,Moderation,Reasoned Inference,pass,Counterexample: genuinely independent algorithmic strategies cannot be reduced to data rows.,medium,uncertain,,independent-review
P149,Composition over Inheritance,Make Illegal States Unrepresentable,fail,Composition over Inheritance decides reuse and variation mechanism; Make Illegal States Unrepresentable decides domain state representation.,fail,No repeatable causal path from applying Composition over Inheritance to the Make Illegal States Unrepresentable decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can assemble two independently varying behaviors while making no decision about domain state representation.,medium,reject,,independent-review
P150,Composition over Inheritance,"Parse, Don't Validate",fail,"Composition over Inheritance decides reuse and variation mechanism; Parse, Don't Validate decides raw-to-trusted boundary conversion.",fail,"No repeatable causal path from applying Composition over Inheritance to the Parse, Don't Validate decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can assemble two independently varying behaviors while making no decision about raw-to-trusted boundary conversion.,medium,reject,,independent-review
P151,Composition over Inheritance,"Tell, Don't Ask",fail,"Composition over Inheritance decides reuse and variation mechanism; Tell, Don't Ask decides ownership of state-dependent operations.",fail,"No repeatable causal path from applying Composition over Inheritance to the Tell, Don't Ask decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can assemble two independently varying behaviors while making no decision about ownership of state-dependent operations.,medium,reject,,independent-review
P152,Composition over Inheritance,Law of Demeter,pass,Both affect visibility of composed collaborator structure.,pass,Demeter keeps callers from navigating through injected collaborators and requires the composed owner to expose a meaningful operation.,pass,Composition remains replaceable without leaking its wiring graph.,Moderation,,Reasoned Inference,pass,Counterexample: passing a needed immutable value directly is clearer than another forwarding method.,medium,uncertain,,independent-review
P153,Composition over Inheritance,Boy Scout Rule,fail,Composition over Inheritance decides reuse and variation mechanism; Boy Scout Rule decides incidental cleanup scope.,fail,No repeatable causal path from applying Composition over Inheritance to the Boy Scout Rule decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can assemble two independently varying behaviors while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P154,Convention over Configuration,Unix Philosophy,fail,Convention over Configuration decides default-versus-configuration choices; Unix Philosophy decides component scope and composition interfaces.,fail,No repeatable causal path from applying Convention over Configuration to the Unix Philosophy decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can infer routine file locations while making no decision about component scope and composition interfaces.,medium,reject,,independent-review
